file,ex_index,level,overlap_pct,overlap_reverse_pct,best_match_other_idx,best_match_other_overlap_pct,shuffled_signal,verdict,touched_by_21b141a,folder,statement_start,solution_start
content/liceu/mat-info/cls10/m3-retele-securitate/lectia4-securitate-avansata.html,1,minim,21.7,47.6,2,4.3,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Parola puternica Creeaza o parola puternica pentru un cont fictiv de email. Explica de ce p,"Exemplu de parola puternica (fictiva, nu se refoloseste in realitate): Tr3n@ur3sc-Muzica99! Lungime: 20 de caractere, pe"
content/liceu/mat-info/cls10/m3-retele-securitate/lectia4-securitate-avansata.html,2,standard,23.2,41.9,1,3.6,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) — Analiza unui email suspect Primesti urmatorul email: ""Contul tau bancar a fost suspendat","Semnale de alarma in acest email: Urgenta artificiala: ""contul a fost suspendat"" ma preseaza sa actionez imediat, fara s"
content/liceu/mat-info/cls10/m3-retele-securitate/lectia4-securitate-avansata.html,3,performanta,10.8,28.6,1,2.7,False,ok,False,liceu/mat-info,"Exercitiul 3 (Nivel performanta) — Comparatie mecanisme 2FA Compara trei scenarii de autentificare: (A) parola simpla, (","Schita de rezolvare (de completat de tine, nu raspunsul complet): Pentru fiecare scenariu identifica factorii folositi ("
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia1-stiva-intro.html,1,minim,52.9,40.9,2,23.5,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) — Trasare manuala Dati o stiva initial goala, urmariti urmatoarea secventa de operatii si com","Trasare pas cu pas (stiva se scrie de la baza spre varf): push(5) -> stiva = [5] push(3) -> stiva = [5, 3] push(8) -> st"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia1-stiva-intro.html,2,standard,20.0,30.4,1,8.6,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) — Inversarea unui sir Folosind o stiva, scrie un program Python care citeste un cuvant de ","Rezolvare cu stiva (lista Python), exact metoda din lectie: push fiecare caracter, apoi pop pana se goleste. cuvant = in"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia1-stiva-intro.html,3,performanta,11.0,32.0,1,9.6,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Verificare paranteze balansate Scrie o functie Python paranteze_ok(sir) care primeste,"Schita de rezolvare (nu solutia gata scrisa - completeaz-o singur, ai deja algoritmul de trasare din lectie ca model): P"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia2-stiva-aplicatii.html,1,minim,35.7,26.3,2,14.3,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Verificare manuala Aplica algoritmul de verificare a parantezelor manual pentru expresia [(,"Parcurgem expresia caracter cu caracter si aplicam regula push la paranteza deschisa, pop la cea inchisa. '[' -> push. S"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia2-stiva-aplicatii.html,2,standard,16.7,16.7,1,16.7,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Calcul postfix Evalueaza expresia postfixata 7 2 3 * - 4 + folosind stiva (pas cu pas). ,"Evaluam postfixul 7 2 3 * - 4 + token cu token, cu o stiva. push 7 -> stiva [7] push 2 -> stiva [7, 2] push 3 -> stiva ["
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia2-stiva-aplicatii.html,3,performanta,11.3,36.8,1,8.1,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Conversie si evaluare completa Transforma expresia infixata ( 8 - 3 ) * ( 2 + 4 ) / 3,"Nu refacem tot calculul de-a gata - urmareste schema si capcanele, apoi verifica-ti singur rezultatul. Aplica Shunting-Y"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia3-coada-intro.html,1,minim,42.9,50.0,3,14.3,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) — Urmarire manuala Fie urmatoarea secventa de operatii pe o coada initial vida: enqueue(5) , ","Urmarire pas cu pas (coada FIFO, front la stanga): enqueue(5) -> coada: [5] enqueue(3) -> coada: [5, 3] enqueue(8) -> co"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia3-coada-intro.html,2,standard,42.4,51.9,3,12.1,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Palindrom cu coada si stiva Scrie o functie Python este_palindrom(sir) care foloseste si,Functia foloseste exact ce s-a predat: deque pentru coada si list ca stiva. Adauga fiecare caracter din sir atat in coad
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia3-coada-intro.html,3,performanta,24.6,35.7,2,8.2,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Simulare printer INTENSIV Simuleaza o imprimanta de retea cu o coada de documente. Fi,Schita de rezolvare (nu solutia completa — ramane de implementat): Foloseste un deque intern; fiecare job e un tuplu (id
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia4-coada-aplicatii.html,1,minim,34.8,36.4,3,13.0,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Simulare ghiseu Scrieti un program Python care simuleaza un ghiseu bancar. Adaugati 5 clien,"Program complet, cu collections.deque ca la Atomul 1: from collections import deque coada = deque() apoi for id_client i"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia4-coada-aplicatii.html,2,standard,15.2,27.8,3,6.1,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — BFS cu calcul distante Modificati BFS din Atomul 3 pentru a calcula si afisa distanta de,"Pornim de la codul BFS al Atomului 3 (graf = {1:[2,3], 2:[4,5], 3:[6], 4:[], 5:[], 6:[]}) si adaugam dictionarul dist : "
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia4-coada-aplicatii.html,3,performanta,8.9,38.9,2,3.8,False,ok,False,liceu/mat-info,"Exercitiul 3 (Nivel performanta) — Fereastra glisanta maxim cu deque O(n) Dat un sir de n numere si un numar k, gasiti m","Atentie: lectia arata doar deque(maxlen=k) pentru o fereastra de dimensiune fixa (Atomul 4), NU tehnica de calcul al max"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia5-grafuri-intro.html,1,minim,51.9,50.0,2,25.9,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) — Calcul grad Se da graful neorientat cu nodurile {A, B, C, D, E} si muchiile {AB, AC, BC, BD","V si E: V = {A, B, C, D, E}, E = {AB, AC, BC, BD, CE, DE}. Graful G = (V, E) are |V| = 5 noduri si |E| = 6 muchii. Grade"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia5-grafuri-intro.html,2,standard,40.9,37.5,1,13.6,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) — Graf orientat Se da graful orientat G cu nodurile {1, 2, 3, 4} si arcele {(1,2), (1,3), ","Grad interior si exterior (numaram arcele care intra/pleaca din fiecare nod): nod 1: grad_out = 2 (arcele (1,2), (1,3)),"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia5-grafuri-intro.html,3,performanta,24.2,43.2,1,10.6,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Analiza completa in Python Construieste in Python un graf neorientat cu n = 6 noduri ,"Schita (nivel performanta — codul ramane de scris de tine): Conexitate: adj ca dictionar nod -> vecini, apoi reia este_c"
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia6-reprezentari-graf.html,1,minim,28.6,42.1,2,21.4,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) — Citire matrice si grad Se da graful neorientat G cu n=5 noduri si muchiile: (1,2), (1,4), (",a) Matricea de adiacenta A (linii/coloane 1..5): 1: 0 1 0 1 0 2: 1 0 1 0 0 3: 0 1 0 1 1 4: 1 0 1 0 1 5: 0 0 1 1 0 Fiecar
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia6-reprezentari-graf.html,2,standard,55.6,45.5,1,22.2,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) — Graf orientat si grade Se da graful orientat cu n=4 noduri si arcele: 1→2, 2→3, 3→1, 1→4","a) Matricea de adiacenta (linii/coloane 1..4), arce 1->2, 2->3, 3->1, 1->4, 4->3: 1: 0 1 0 1 2: 0 0 1 0 3: 1 0 0 0 4: 0 "
content/liceu/mat-info/cls11/m1-structuri-avansate/lectia6-reprezentari-graf.html,3,performanta,14.3,35.7,1,10.0,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Comparatie si decizie O retea de calculatoare are n=1000 statii cu m aproximativ 1500,Schita de rezolvare (nu solutia completa) + criterii de evaluare: a) Foloseste formulele din lectie: matrice = O(n^2) = 
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia1-recursivitate-avansata.html,1,minim,20.0,16.7,2,13.3,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Urmarire executie Urmareste manual executia lui fib(3) si scrie toate apelurile in ordine: ,"Urmarirea apelurilor pentru fib(3) : Se apeleaza fib(3) ; el apeleaza fib(2) fib(2) apeleaza fib(1) , caz de baza, retur"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia1-recursivitate-avansata.html,2,standard,20.8,52.6,1,10.4,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Stiva de apeluri Descrie continutul stivei in momentul in care fib(5) a ajuns la cel mai,"La cel mai adanc apel din fib(5) , stiva contine 5 cadre simultan active, pe drumul cel mai din stanga al arborelui: fib"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia1-recursivitate-avansata.html,3,performanta,9.0,25.0,1,3.0,False,ok,False,liceu/mat-info,"Exercitiul 3 (Nivel performanta) — Implementare si analiza Implementeaza in Python count_paths(m, n) care numara drumuri","Cerinta foloseste o grila 2D, care NU a fost predata explicit in lectie (lectia trateaza fib si Hanoi, cu un singur para"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia2-backtracking-intro.html,1,minim,32.5,56.5,3,10.0,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) - Identificare componente schema In schema generala de backtracking de mai jos, identifica si","In schema data, cele patru componente sunt: Conditia de solutie completa : if k == n: - cand toate cele n pozitii au pri"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia2-backtracking-intro.html,2,standard,23.3,21.9,1,16.7,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) - Modificare conditie de continuare Modifica schema generala (Python) pentru a genera toat,Conditia de continuare ceruta: k == 0 or sol[k-1] + v <= 4 - prima pozitie e mereu valida (nu are vecin din stanga); pen
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia2-backtracking-intro.html,3,performanta,14.3,26.3,1,5.7,False,ok,False,liceu/mat-info,"Exercitiul 3 (Nivel performanta) - Complexitate si analiza Analizeaza algoritmul de generare a permutarilor lui {1, ...,",(a) Argument combinatorial: pentru pozitia 0 avem n alegeri posibile; pentru pozitia 1 mai raman n-1 (un element e deja 
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia3-permutari.html,1,minim,30.0,28.6,2,10.0,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Urmarire manuala Ruleaza mental algoritmul permutari(2) . Deseneaza pe hartie arborele de c,"Urmarirea manuala a lui permutari(2) , cu elementele {1, 2}: back(0) : incearca i=1, deci perm=[1,0] , folosit=[F,T,F] ,"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia3-permutari.html,2,standard,16.2,25.0,1,13.5,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Modificare cu conditie Modifica algoritmul din Atomul 3 astfel incat sa genereze doar pe,"Pornim de la algoritmul din Atomul 3 si adaugam o conditie de taiere (pruning) , ca in Atomul 4: nu punem elementul 2 pe"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia3-permutari.html,3,performanta,10.5,38.1,1,9.2,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Permutari cu suma diagonalei [BAC III / Olimpiada] Genereaza toate permutarile lui {1,"Schita de rezolvare (nu solutia completa — completeaz-o singur): Porneste de la algoritmul din Atomul 3, cu n=4 si multi"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia4-aranjamente-combinari.html,1,minim,68.2,53.6,2,9.1,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) — Calcul si recunoastere a) Calculeaza A(5,2) si C(5,2) folosind formulele. b) Identifica tip","a) A(5,2) = 5! / (5-2)! = 5 x 4 = 20 . C(5,2) = 5! / (2! x 3!) = A(5,2) / 2! = 20 / 2 = 10 . b) Tipul selectiei: Alegi 2"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia4-aranjamente-combinari.html,2,standard,13.3,20.0,3,3.3,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Modificare algoritm Modifica algoritmul de aranjamente din lectie astfel incat sa genere,"Plecam de la algoritmul de aranjamente din lectie (vector folosit ), dar in loc de range(1, n+1) parcurgem indicii liste"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia4-aranjamente-combinari.html,3,performanta,8.5,25.0,2,7.0,False,ok,False,liceu/mat-info,"Exercitiul 3 (Nivel performanta) — Combinari cu conditii (pruning) Genereaza toate combinarile de 3 elemente din {1,2,3,","Schita (nu solutia completa): pornesti de la combinari(n,k,start,stiva) din Atomul 4 si adaugi un al 5-lea parametru, su"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia5-submultimi.html,1,minim,41.2,26.9,2,17.6,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Urmarire manuala Urmareste manual algoritmul submultimi_bt(3) . Deseneaza pe hartie arborel,"Traseul apelurilor pentru submultimi_bt(3), pornind cu back(1): back(1): sol=[] -> inregistram {} . Bucla i=1,2,3. i=1: "
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia5-submultimi.html,2,standard,13.8,14.8,1,13.8,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Modificare cu conditie de lungime Modifica algoritmul din Atomul 3 pentru a genera toate,Modificarea fata de Atomul 3: nu mai inregistram solutia la inceputul lui back necontditionat; inregistram DOAR cand len
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia5-submultimi.html,3,performanta,10.7,20.7,1,14.3,True,suspect,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Problema clasica cu sir arbitrar [BAC III / Olimpiada] Se da un sir de n numere natur,"Ce e nou fata de Atomul 5: acolo pruning-ul lucreaza pe multimea {1,...,n} (elementele SUNT indicii). Aici sirul e arbit"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia6-backtracking-aplicatii.html,1,minim,9.5,16.7,2,7.1,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Urmarire manuala dame Ruleaza mental dame(3) : tabla 3x3. Incerca sa plasezi 3 dame (cate u,"Nu exista nicio solutie pentru n=3, exact cum spune verificarea algoritmului. Dama pe linia 0, coloana 0: pe linia 1 sin"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia6-backtracking-aplicatii.html,2,standard,18.9,31.8,1,10.8,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Labirint cu obstacole Modifica labirintul din Atomul 4 adaugand un perete suplimentar la,"Cu grid[3][1] = 1 (perete nou pe linia 3, coloana 1), din cele 2 solutii initiale ale labirintului 4x4 ramane exact 1 so"
content/liceu/mat-info/cls11/m2-algoritmi-complecsi/lectia6-backtracking-aplicatii.html,3,performanta,15.0,33.3,1,8.3,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Colorare si cromaticitate [BAC III / Olimpiada] Considera graful complet K4 (4 noduri,"(a) Adapteaza codul din Atomul 5 la K4: adj = {1:[2,3,4], 2:[1,3,4], 3:[1,2,4], 4:[1,2,3]} (fiecare nod vecin cu toate c"
content/liceu/mat-info/cls11/m3-grafuri/lectia1-lanturi-cicluri.html,1,minim,35.0,46.7,3,15.0,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) — Clasifica secventele Fie G = {1:[2], 2:[1,3,4], 3:[2,4], 4:[2,3,5], 5:[4]}. Clasifica fieca","Verific fiecare secventa: nodurile consecutive trebuie sa aiba muchie in G, iar pentru elementar toate nodurile trebuie "
content/liceu/mat-info/cls11/m3-grafuri/lectia1-lanturi-cicluri.html,2,standard,41.9,52.0,1,0.0,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Conditia Euler Determina daca urmatoarele grafuri au circuit eulerian si justifica prin ,Aplic Teorema lui Euler (Atomul 4): un graf conex are circuit eulerian daca si numai daca toate nodurile au grad par. a)
content/liceu/mat-info/cls11/m3-grafuri/lectia1-lanturi-cicluri.html,3,performanta,10.1,35.0,2,5.8,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Toate lanturile elementare Scrie o functie Python care gaseste toate lanturile elemen,"Nu dau codul complet — doar schita de rezolvare, pe baza modelului din Atomul 2 (este_lant_elementar): Functia primeste "
content/liceu/mat-info/cls11/m3-grafuri/lectia2-parcurgere-dfs.html,1,minim,25.9,36.8,2,14.8,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) - Urmarire DFS Consideram graful cu 4 noduri (0, 1, 2, 3) si muchiile: 0-1, 0-3, 1-2, 2-3. Sc","Graful este un ciclu: 0-1-2-3-0. Lista de adiacenta (vecini in ordine crescatoare): 0:[1,3] 1:[0,2] 2:[1,3] 3:[0,2] . Ur"
content/liceu/mat-info/cls11/m3-grafuri/lectia2-parcurgere-dfs.html,2,standard,34.5,43.5,1,10.3,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) - Detectie ciclu manual Fie graful cu 5 noduri si muchiile: 0-1, 1-2, 2-3, 3-4, 4-1. Aplic","Lista de adiacenta (in ordinea aparitiei muchiilor): 0:[1] 1:[0,2,4] 2:[1,3] 3:[2,4] 4:[3,1] . Aplicam dfs(nod, parinte)"
content/liceu/mat-info/cls11/m3-grafuri/lectia2-parcurgere-dfs.html,3,performanta,14.5,50.0,2,9.7,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) INTENSIV - Implementare C++ componente conexe Implementeaza in C++ o functie int nr_com,Cerinta combina doua lucruri predate separat: DFS recursiv in C++ cu vector<vector<int>> (Atomul 4) si numararea compone
content/liceu/mat-info/cls11/m3-grafuri/lectia3-parcurgere-bfs.html,1,minim,23.1,24.0,2,11.5,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) — Urmarire manuala BFS Considera graful neorientat cu 5 noduri si muchiile: 1-2, 1-3, 2-4, 3-","Lista de adiacenta (graf neorientat): 1:[2,3], 2:[1,4], 3:[1,4], 4:[2,3,5], 5:[4]. Coada=[1], vizitat={1} Extrag 1, veci"
content/liceu/mat-info/cls11/m3-grafuri/lectia3-parcurgere-bfs.html,2,standard,25.0,25.9,1,7.1,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) — Numararea componentelor conexe Implementeaza in Python functia numar_componente(n, muchi","Solutie completa, BFS repetat din fiecare nod nevizitat (ca la atomul 2 din lectie): from collections import deque def n"
content/liceu/mat-info/cls11/m3-grafuri/lectia3-parcurgere-bfs.html,3,performanta,19.2,40.5,1,5.1,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Labirint 2D EXCLUSIV INTENSIV Un labirint este reprezentat ca o matrice n x m de cara,"Nivel performanta: nu primesti cod complet, ci schema de rezolvare. Modeleaza fiecare celula (linie, coloana) ca nod al "
content/liceu/mat-info/cls11/m3-grafuri/lectia4-conexitate.html,1,minim,26.5,30.0,3,26.5,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) — Identificare manuala componente Considera graful neorientat cu 9 noduri si muchiile: (1,2),",Graful are 9 noduri; muchiile date formeaza trei grupuri separate. Deseneaza 9 cercuri (1-9) si traseaza cate o linie pe
content/liceu/mat-info/cls11/m3-grafuri/lectia4-conexitate.html,2,standard,17.0,28.6,3,10.6,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) — Implementare si testare Implementeaza in Python functia componente(n, muchii) care retur","Rezolvare pentru componente(n, muchii) , adaptand algoritmul BFS de numarat componente din lectie (Atomul 4) ca sa retin"
content/liceu/mat-info/cls11/m3-grafuri/lectia4-conexitate.html,3,performanta,18.8,31.7,2,7.2,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Muchii critice EXCLUSIV INTENSIV O muchie critica (pod) intr-un graf conex este o muc,"Schita de rezolvare (structura, nu codul complet — pe acela il scrii tu): Calculezi numarul de componente ale grafului O"
content/liceu/mat-info/cls11/m3-grafuri/lectia5-arbori.html,1,minim,19.5,40.0,2,4.9,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Proprietati arbore Un arbore are 12 noduri. Raspunde la urmatoarele: Cate muchii are arbore,Arborele are 12 noduri. Folosind proprietatea n noduri => n-1 muchii din lectie: Muchii = 12 - 1 = 11 muchii . Nu. Intr-
content/liceu/mat-info/cls11/m3-grafuri/lectia5-arbori.html,2,standard,29.2,30.4,3,12.5,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) — Parcurgeri BST Construieste un Arbore Binar de Cautare inserand valorile in ordinea: 10,","Inserare in ordine 10, 5, 15, 3, 7, 12, 20 intr-un BST (mai mic merge la stanga, mai mare la dreapta): Arbore rezultat: "
content/liceu/mat-info/cls11/m3-grafuri/lectia5-arbori.html,3,performanta,11.8,24.0,2,3.9,False,ok,False,liceu/mat-info,"Exercitiul 3 (Nivel performanta) — Implementare completa BST Implementeaza in Python o functie cauta(radacina, val) care","Schita de rezolvare (nu codul complet — construieste-l singur): cauta(radacina, val) e recursiva: caz de baza radacina e"
content/liceu/mat-info/cls11/m3-grafuri/lectia6-aplicatii-grafuri.html,1,minim,19.0,20.0,3,14.3,False,ok,False,liceu/mat-info,"Exercitiul 1 (Nivel minim) — Traseu BFS pe hartie Considera graful cu nodurile 1-5 si muchiile: 1-2, 2-3, 2-4, 4-5. Simu","Graf: 1:[2], 2:[1,3,4], 3:[2], 4:[2,5], 5:[4]. BFS din nodul 1, urmarind coada nivel cu nivel: Coada initiala: [1]. dist"
content/liceu/mat-info/cls11/m3-grafuri/lectia6-aplicatii-grafuri.html,2,standard,23.1,27.3,1,7.7,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) — Componente conexe, problema completa Scrie in Python o functie care primeste numarul de ","Functie (dupa modelul din lectia Conexitate, adaptat cu stiva/coada pentru fiecare nod nevizitat): def numar_componente("
content/liceu/mat-info/cls11/m3-grafuri/lectia6-aplicatii-grafuri.html,3,performanta,16.9,45.5,1,5.1,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Drum minim cu reconstructie + verificare ciclu Dat un graf orientat cu 6 noduri si ar,"Schita (nu cod complet) — adapteaza Atomul 5 si Atomul 6 din lectie. (a) Ciclu: aplica DFS cu colorare tricolora (0=alb,"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia1-amenintari-avansate.html,1,minim,36.7,43.1,3,8.3,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Clasificare amenintari Asociaza fiecare descriere cu termenul corect (ransomware / APT / ze,"Rezolvare (asociere termen - descriere): a) APT — 8 luni nedetectat, copiaza documente clasificate = acces indelungat, p"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia1-amenintari-avansate.html,2,standard,27.3,45.0,1,6.1,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Analiza vector de atac O companie de energie este atacata. Investigatia descopera ca tot,"1. Vectorul de atac: spear-phishing prin atasament (email cu CV in format PDF care contine cod malitios, executat la des"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia1-amenintari-avansate.html,3,performanta,14.9,41.2,1,4.3,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Comparatie si argumentatie Un manager IT trebuie sa prezinte consiliului de administr,"Schita de rezolvare (nu raspunsul complet — completeaza singur): (a) Mecanismul: explica, pe baza lectiei, ca atacatorul"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia2-inginerie-sociala.html,1,minim,9.5,23.1,2,3.2,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Identificare tehnica Citeste urmatorul scenariu si identifica tehnica de inginerie sociala ,"Tehnica identificata: Smishing (SMS phishing). Canalul de atac este SMS-ul, nu e-mailul sau telefonul - asta exclude phi"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia2-inginerie-sociala.html,2,standard,25.7,55.9,1,2.7,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Analiza red flags Analizeaza urmatorul e-mail si listeaza toate semnalele de alarma iden,"Semnale de alarma (red flags) identificate in e-mail: Adresa expeditorului nu corespunde domeniului oficial: ""securitate"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia2-inginerie-sociala.html,3,performanta,11.2,33.3,1,3.4,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Plan de aparare Esti angajat nou intr-o firma mica (10 persoane) fara politici de sec,"Schita de rezolvare (structura, nu solutia gata facuta): Nivel individual (cost minim, prioritate 1): reguli scrise scur"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia3-criptografie-intro.html,1,minim,25.0,33.3,2,0.0,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Cifrul Cezar manual Cripteaza cuvantul INFO folosind cifrul Cezar cu cheie = 4. Scrie fieca,"Cuvantul INFO se cripteaza litera cu litera, folosind alfabetul numerotat A=1, B=2, ... Z=26 (ca in exemplul BUNA -> EXQ"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia3-criptografie-intro.html,2,standard,19.7,37.5,3,3.3,False,ok,False,liceu/mat-info,"Exercitiul 2 (Nivel standard) — Alege mecanismul potrivit Pentru fiecare situatie, indica ce mecanism criptografic este ",Pentru fiecare situatie mecanismul se alege dupa ce anume trebuie protejat: Stocarea parolelor pe un site de shopping: f
content/liceu/mat-info/cls11/m4-cybersecurity/lectia3-criptografie-intro.html,3,performanta,9.6,34.8,1,4.8,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Analiza unui scenariu HTTPS Descrie in ordine pasii care au loc criptografic atunci c,"Nivel de performanta - schita de rezolvare, nu raspunsul complet: Descrie handshake-ul initial: browserul si serverul st"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia4-ai-intro.html,1,minim,34.5,66.7,2,1.7,False,ok,False,liceu/mat-info,Exercitiul 1 (Nivel minim) — Identifica tipologia AI Clasifica fiecare sistem AI de mai jos intr-una din cele 4 tipologi,"Cele 4 tipologii din lectie: clasificare (atribuie o eticheta dintr-un set predefinit), recomandare (sugereaza optiuni p"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia4-ai-intro.html,2,standard,15.4,38.5,3,7.7,False,ok,False,liceu/mat-info,Exercitiul 2 (Nivel standard) — Analiza bias Un sistem AI de recrutare a fost antrenat pe CV-urile angajatilor din ultim,"Tipul de bias: bias legat de datele de antrenament, similar exemplului din lectie cu selectia CV-urilor. Sistemul va inv"
content/liceu/mat-info/cls11/m4-cybersecurity/lectia4-ai-intro.html,3,performanta,17.3,28.9,2,4.0,False,ok,False,liceu/mat-info,Exercitiul 3 (Nivel performanta) — Gandire critica aplicata Ai folosit un LLM pentru a cerceta “efectele inteligentei ar,"Schita — nu raspunsul complet, il completezi tu: Intrebari critice (min. 3): pornind de la lectie — ""verifica din surse "
